Date,Product_ID,Product_Category,Sales_Amount,Quantity_Sold,Store_ID,Region,Customer_ID
2023-01-03 12:00:00,1016,Furniture,656.66,6,18,South,9f1c2746-07eb-4b3b-b4da-1acb480ddd94
2023-01-03 13:00:00,1035,Electronics,355.56,7,16,South,b8edf772-6f65-4e2a-97bb-2b2e45df45b8
2023-01-03 14:00:00,1049,Furniture,966.56,4,12,West,5699a14c-c807-4a4b-9c8e-328c850afc3c
2023-01-03 15:00:00,1039,Books,803.6,6,10,East,9f20a475-3cb3-446b-ba00-a1fdee467aef
2023-01-03 16:00:00,1003,Furniture,634.11,9,16,North,0e59b24a-0def-4223-9321-edc8c46ca347
2023-01-03 17:00:00,1001,Books,300.0,6,3,North,6623b3df-6531-4d1a-a8a6-732acee7eb39
2023-01-03 18:00:00,1005,Books,379.8,3,8,West,65f2ff8b-baa8-4bd3-b669-f3a3a10ce32a
2023-01-03 19:00:00,1041,Furniture,673.27,1,2,South,a3031f0d-e335-412e-aa48-9b2551e672fb
2023-01-03 20:00:00,1003,Clothing,81.26,5,1,South,95ce0a4c-f52a-455b-9a49-d57e3016794d
2023-01-03 21:00:00,1028,Food,264.11,3,14,South,707028ee-9842-42a5-aa1c-bf34a2589295
2023-01-03 22:00:00,1017,Electronics,716.76,8,4,North,7f07e0b4-e912-4ae3-865d-e9f27e8f9504
2023-01-03 23:00:00,1025,Food,485.22,1,4,West,c6e4df85-e236-453b-b91e-8916098743c1
2023-01-04 00:00:00,1043,Electronics,408.37,2,9,East,05211bcf-c73b-42fb-85e0-991af999abb1
2023-01-04 01:00:00,1033,Electronics,159.94,3,3,West,50d5eb56-d217-474b-8be6-727e39f6e791
2023-01-04 02:00:00,1009,Books,447.43,3,5,North,f0620e46-678d-4d81-bf3c-57019db7c69a
2023-01-04 03:00:00,1035,Electronics,772.99,8,1,East,c08bc43a-0ad2-4e42-aea2-70dfc7cb68fa
2023-01-04 04:00:00,1013,Electronics,271.37,5,19,South,2265c0fa-acc0-44c7-9f7f-f82ef5d8028c
2023-01-04 05:00:00,1030,Furniture,15.34,8,1,West,6876dfac-0c70-468f-995d-e5fe440172a0
2023-01-04 06:00:00,1047,Food,671.82,6,10,West,fc5f40ac-ff60-4d6b-a9e3-ffe4898e297e
2023-01-04 07:00:00,1014,Furniture,972.9,2,12,North,a22aba76-237b-4393-babb-0fe4d4586d6e
2023-01-04 08:00:00,1007,Electronics,610.76,4,10,West,739e5ab0-470a-4ecb-954b-ac419b0291dc
2023-01-04 09:00:00,1013,Books,128.72,9,2,East,d783fee0-5448-4262-a66e-d20e89eea0e9
2023-01-04 10:00:00,1022,Furniture,327.53,4,16,West,a5573a59-6543-4be2-8cf2-02940a1555aa
2023-01-04 11:00:00,1039,Furniture,868.97,5,8,North,baa347aa-dee7-4f98-8992-2bfa23340cb4
2023-01-04 12:00:00,1020,Clothing,240.24,5,14,West,ad876654-7d53-4c34-b2f3-e014b2219c9a
2023-01-04 13:00:00,1015,Electronics,611.62,8,15,East,76e5b20b-b256-41c4-8dfc-20d1de378e2f
2023-01-04 14:00:00,1044,Books,408.64,6,16,East,fe6d29c4-a62f-4644-ad87-22b23d978647
2023-01-04 15:00:00,1017,Furniture,215.77,7,11,North,ded49f95-dcc7-46db-a6b3-ce7b549c5021
2023-01-04 16:00:00,1046,Furniture,815.27,6,12,South,68dbb1ab-6a16-419b-be17-c7b9ce9ba6e2
2023-01-04 17:00:00,1023,Books,745.4,5,2,North,d99bc9bc-6ebd-40bc-92ab-485211003d65
2023-01-04 18:00:00,1025,Electronics,664.98,5,4,South,98f2c4c2-ff7c-4f9b-b001-d06176cae760
2023-01-04 19:00:00,1024,Clothing,243.97,3,3,East,8cf12a74-7bf3-47ad-bd99-9421cbb32117
2023-01-04 20:00:00,1044,Furniture,106.88,7,9,West,b6808158-1778-485d-b366-d0a8b6abb0ec
2023-01-04 21:00:00,1040,Clothing,580.4,5,18,West,dccd321c-c4a9-4613-88b1-3e328e6ac321
2023-01-04 22:00:00,1028,Food,558.14,7,19,East,1e08274c-e53d-4678-a987-7088d80238cd
2023-01-04 23:00:00,1014,Electronics,196.5,2,7,North,4f243eac-a7d2-484d-8965-f99a9f94d8c3
2023-01-05 00:00:00,1044,Food,65.68,9,4,West,68b8f5ee-fb6c-42eb-a568-938baf122338
2023-01-05 01:00:00,1000,Food,89.9,8,6,North,5af976b4-feca-4b3f-be8f-355da36eeb0f
2023-01-05 02:00:00,1024,Food,992.84,5,19,West,0fc8ba9d-77e0-4a29-8ff9-f0253a6fa3fe
2023-01-05 03:00:00,1006,Electronics,785.75,2,1,South,ba02962b-fe4d-4534-a29e-7607e8b9c0a0
2023-01-05 04:00:00,1008,Electronics,922.77,6,16,West,de717c0a-0744-405d-a8e1-24bf1ac5313e
2023-01-05 05:00:00,1023,Books,203.1,8,11,South,8ee5caaf-8ee8-4041-a403-af758f35401d
2023-01-05 06:00:00,1000,Clothing,960.96,7,4,West,5bad4cbd-e94f-4a36-b69e-f2f2d109c1ea
2023-01-05 07:00:00,1043,Clothing,151.23,8,18,West,be9ff473-701d-48b1-b528-0ecf9e232f3b
2023-01-05 08:00:00,1007,Books,513.99,4,5,West,2908e88b-8007-4d4f-9c1e-6d409dae2d74
2023-01-05 09:00:00,1023,Books,831.4,3,6,West,7e561930-1808-4652-b3a6-3af8053ec3ad
2023-01-05 10:00:00,1010,Food,356.31,7,2,West,e698d3fc-1050-4509-b8a9-c9016ab150eb
2023-01-05 11:00:00,1016,Books,430.58,2,12,North,9f1e4b83-ca59-450d-825d-9822e09f22aa
2023-01-05 12:00:00,1007,Furniture,136.9,5,9,South,d289b97c-ee84-473d-9a7c-107875655b4a
2023-01-05 13:00:00,1034,Clothing,131.69,7,12,South,d95a3f7e-f12b-44f3-a409-794e1d5eaf75
2023-01-05 14:00:00,1034,Books,623.37,1,13,West,e5f10309-4558-4b9a-9dbc-5229d71a2950
2023-01-05 15:00:00,1032,Furniture,678.78,4,17,North,b71c1c5b-7e9f-4f2c-b3c5-54f47190be76
2023-01-05 16:00:00,1004,Furniture,779.56,2,5,North,c0bb6091-8a73-492a-9389-658192a18468
2023-01-05 17:00:00,1041,Furniture,561.12,6,13,East,7d331594-eded-4162-9111-620eb1013e20
2023-01-05 18:00:00,1038,Furniture,649.3,1,13,East,a3ab42da-2204-44e5-88b2-a5ae815b005c
2023-01-05 19:00:00,1040,Food,23.38,7,10,North,3a86f4d2-9cb5-491d-a759-00c33c0095d8
2023-01-05 20:00:00,1027,Furniture,170.55,3,15,East,9d564fbc-7007-4421-8bc6-b13c4427a37a
2023-01-05 21:00:00,1006,Food,985.07,1,15,South,64b5bbef-5de8-4873-8ccd-c9181b9327d9
2023-01-05 22:00:00,1008,Food,85.23,8,18,North,c1df9e20-870a-4563-a140-96e61703121f
2023-01-05 23:00:00,1007,Furniture,682.0,7,18,East,9e730efd-06ee-436c-9779-f79be498777b
2023-01-06 00:00:00,1011,Clothing,184.32,2,2,North,217c5011-faf1-4e66-ae37-c14ea6dfef45
2023-01-06 01:00:00,1033,Furniture,719.55,7,11,East,b94fe826-08e1-4908-be5e-288e0822d89d
2023-01-06 02:00:00,1032,Furniture,708.93,3,13,North,d10f95e9-cd66-4a6d-944b-1e82e5219e11
2023-01-06 03:00:00,1047,Furniture,241.86,9,11,West,f4f31551-3e22-4760-aaa9-b2269c5832ac
2023-01-06 04:00:00,1022,Clothing,276.94,8,4,South,f9d824d4-e008-4e53-a602-ae1d87291752
2023-01-06 05:00:00,1023,Electronics,658.22,5,15,East,b69966f7-619a-4c4a-8ff3-a54f4f29a655
2023-01-06 06:00:00,1036,Electronics,396.19,7,11,West,413de76f-23ec-4ca4-894a-85a4ba2b5058
2023-01-06 07:00:00,1034,Food,202.6,3,18,North,a52c7c7d-376a-450a-be0c-64b170740d88
2023-01-06 08:00:00,1043,Food,734.36,1,16,West,686c4844-946f-4034-926f-ac760e63d9d4
2023-01-06 09:00:00,1039,Clothing,162.61,1,10,South,ddf82c19-d5c0-4e4d-8af6-db3f76013ba3
2023-01-06 10:00:00,1021,Books,857.09,2,12,East,309e3522-c017-4c36-81f3-c0e67d32e49d
2023-01-06 11:00:00,1026,Electronics,519.52,8,13,East,90e55c7c-26ce-40ad-a01f-e1a1b782552b
2023-01-06 12:00:00,1034,Food,114.64,1,9,North,39bfe692-a142-4918-9795-46436aca6112
2023-01-06 13:00:00,1000,Electronics,697.13,5,13,South,c276e9a6-7606-4ee6-b152-020134f65ed7
2023-01-06 14:00:00,1034,Clothing,523.97,9,6,West,8706ac8c-bc91-48ef-b0df-8895fe8674df
2023-01-06 15:00:00,1036,Clothing,305.08,9,6,North,bc449263-2552-4951-8581-06734bd1d742
2023-01-06 16:00:00,1046,Books,428.31,2,11,East,0f3479f6-114c-434a-8f7c-0c10fcd963a6
2023-01-06 17:00:00,1013,Books,305.35,7,19,West,286fb072-6ef7-43f2-af7e-100ac6146e4d
2023-01-06 18:00:00,1002,Clothing,270.4,1,11,North,d06489b5-f3c6-4cdf-bced-98d813772ede
2023-01-06 19:00:00,1000,Food,171.97,3,10,West,86097e95-b618-4f35-b3e0-5e955ad75d1e
2023-01-06 20:00:00,1004,Electronics,369.14,6,15,West,0ab29ae5-05e8-4e5b-8f0b-09cf312191c3
2023-01-06 21:00:00,1025,Furniture,258.48,9,13,North,96c61fb5-62df-4a52-a528-4990da4d4892
2023-01-06 22:00:00,1013,Books,686.6,2,8,West,fb3fdfd7-753a-4717-a52d-c1b4ccf35265
2023-01-06 23:00:00,1038,Furniture,687.04,7,5,West,f6f39ad4-6f53-4b57-b477-4ff03a85f4f7
2023-01-07 00:00:00,1026,Food,506.82,4,2,South,2af55852-0f9d-48bd-a854-f0e0c3b04b87
2023-01-07 01:00:00,1008,Books,780.17,2,16,South,c9e6d10c-950f-46f0-8578-7ad19bef0346
2023-01-07 02:00:00,1014,Furniture,842.93,3,13,East,60bc1d90-e1e8-488a-9409-6cd5411b8deb
2023-01-07 03:00:00,1014,Food,583.97,6,19,South,bb5678a4-82e4-4713-825f-ab2693732426
2023-01-07 04:00:00,1025,Electronics,622.75,9,9,North,3415dacf-13ad-4c91-ae5f-ec6167590dbc
2023-01-07 05:00:00,1041,Food,290.06,8,15,West,45d3b536-e644-41ac-aa09-d8489756683a
2023-01-07 06:00:00,1012,Books,895.92,9,6,East,160e45c9-3aac-44de-80dc-4f33a2711ac6
2023-01-07 07:00:00,1031,Clothing,33.96,4,8,South,4367dc98-0f96-45f8-b76a-b014445fc591
2023-01-07 08:00:00,1038,Electronics,355.12,4,14,West,f04f3ad0-9e74-47a7-924b-f83cc814b558
2023-01-07 09:00:00,1048,Furniture,724.58,9,5,North,051fabe2-eb24-46ad-875b-282a68308d3e
2023-01-07 10:00:00,1031,Books,89.29,8,17,West,b8d51f30-e08a-425a-ad24-dfb00ef6fe61
2023-01-07 11:00:00,1003,Clothing,191.34,2,7,North,77fd4fef-1e93-44f7-88d0-b6eead0953ef
2023-01-07 12:00:00,1029,Food,593.39,8,9,West,6eaa0158-0b0b-4d37-9c9b-8a695a9925e7
2023-01-07 13:00:00,1036,Clothing,564.39,1,16,East,6a5e4f7a-1b68-4c81-9fe6-7fa22c62a309
2023-01-07 14:00:00,1022,Books,741.54,9,18,East,37f8e8f7-a183-4925-87c4-59df7a92a5d6
2023-01-07 15:00:00,1038,Books,814.49,9,13,South,d13cd76c-0b0f-4d17-8a83-97795586e482
2023-01-07 16:00:00,1044,Clothing,137.29,8,18,South,38afcd6a-6f39-4202-9a26-db27e0c1ed7a
2023-01-07 17:00:00,1014,Food,28.2,5,10,West,b946e5ce-f80c-4c12-b43b-6584e70f9836
2023-01-07 18:00:00,1042,Clothing,692.74,5,1,West,4b2ee273-94ad-49a6-9e24-06a17de2d566
2023-01-07 19:00:00,1028,Books,308.38,3,18,South,326ee5f5-5687-408c-b46c-6ab54398fb21
2023-01-07 20:00:00,1035,Books,629.72,5,19,South,9a81a607-659c-46f5-859c-76b0875387e9
2023-01-07 21:00:00,1012,Furniture,159.04,4,2,West,acf81b26-12b3-4a2d-b3c9-2a47a1880b69
2023-01-07 22:00:00,1031,Furniture,474.35,1,4,West,f5974f66-90c8-418d-867a-f2d546b7ec3a
2023-01-07 23:00:00,1006,Electronics,509.38,9,11,West,f014e8da-4a0e-4a70-9c46-d19585270fef
2023-01-08 00:00:00,1021,Books,589.23,4,3,East,85aec9c7-076e-4e77-8d04-f0838705c44b
2023-01-08 01:00:00,1027,Furniture,518.04,3,9,North,f9d5a2f4-bd10-4948-b761-ceeee9cbf51b
2023-01-08 02:00:00,1001,Clothing,500.73,6,10,North,f4e9122e-14d0-437e-9fd8-6a9e185c6117
2023-01-08 03:00:00,1041,Food,339.41,1,2,South,6ee9f80e-fcec-4785-8302-40be96babd85
2023-01-08 04:00:00,1044,Clothing,80.47,5,7,East,1a0ed6ae-82dc-49ed-912b-43d8998e1908
2023-01-08 05:00:00,1005,Food,98.62,7,15,West,735e2884-e376-4150-8532-a401033c3feb
2023-01-08 06:00:00,1027,Furniture,439.44,2,19,West,cb7e6449-a0c0-447d-bdf1-60a5bafe5c3e
2023-01-08 07:00:00,1027,Electronics,362.24,9,10,South,2c400a16-b686-42f0-a1eb-440338579cfa
2023-01-08 08:00:00,1043,Clothing,520.97,6,14,South,b3d8855c-09d5-4975-b948-543b9086b76e
2023-01-08 09:00:00,1043,Clothing,311.79,2,4,East,4da3d7f1-89dc-43de-9ebf-212fdd62794c
2023-01-08 10:00:00,1019,Clothing,691.03,8,11,North,a588fd11-e8d2-4451-b94e-f234c84376a0
2023-01-08 11:00:00,1029,Food,865.32,8,3,North,63f3783c-50d2-4269-a808-ead69ecd8049
2023-01-08 12:00:00,1010,Furniture,305.87,1,17,West,5d47dfa3-b922-463f-a0bd-06cd8a1306e9
2023-01-08 13:00:00,1027,Clothing,201.05,1,7,South,48388975-e368-4241-abc4-3070b709a5d9
2023-01-08 14:00:00,1024,Clothing,125.02,1,11,East,7f8bb1c0-6d32-4928-9ef7-ea8e339eef5c
2023-01-08 15:00:00,1038,Electronics,620.09,4,18,West,5c5836fa-6509-455e-89b8-ed65e9432526
2023-01-08 16:00:00,1032,Electronics,449.42,4,14,North,46db2523-1a8e-4235-8857-5e24507f075b
2023-01-08 17:00:00,1000,Furniture,196.14,8,14,North,06a5254b-ffd7-4208-bf1d-f53281a11431
2023-01-08 18:00:00,1026,Furniture,656.61,1,6,East,57a10cfd-4488-46c8-8943-0bfc0e035837
2023-01-08 19:00:00,1012,Books,157.0,3,9,West,41f56727-0b2c-4580-b82c-75e36f1895c5
2023-01-08 20:00:00,1040,Electronics,558.76,1,3,East,78ef2475-73c4-4ecc-aa67-d25840962339
2023-01-08 21:00:00,1002,Books,531.88,9,17,West,75899231-e150-47ea-9175-b9630ebad0bd
2023-01-08 22:00:00,1038,Food,736.89,9,12,North,ed7a97f2-80de-4d8d-91fe-606e5c70ef51
2023-01-08 23:00:00,1005,Books,64.56,7,4,South,7c5e2812-10ce-4494-a9f1-3df8ee3920cd
2023-01-09 00:00:00,1007,Clothing,888.99,8,16,South,1ca70cd2-cad1-4091-8c85-7964dcae7a01
2023-01-09 01:00:00,1026,Books,705.96,1,10,North,9b9b5413-e116-4019-8111-2e3b4b05a2ee
2023-01-09 02:00:00,1008,Furniture,223.96,5,7,South,ca57a4e1-43ec-4d8f-8aba-28fc8b09e06c
2023-01-09 03:00:00,1036,Food,191.57,2,10,South,6bbe2ab8-3e33-45cc-8c59-24797707e23b
2023-01-09 04:00:00,1032,Clothing,437.34,1,7,West,b10c52d6-692b-45f9-8198-742b3d338260
2023-01-09 05:00:00,1041,Books,819.39,3,18,East,e7c00b6e-63ff-497f-a831-f0866db94e24
2023-01-09 06:00:00,1043,Food,844.52,7,9,West,eee44114-1383-47e1-b5d2-9d8fb1793ef6
2023-01-09 07:00:00,1023,Food,525.25,1,18,East,ca381404-28e5-486a-93c6-b04ab70c20b4
2023-01-09 08:00:00,1014,Clothing,862.2,2,17,East,98178be2-64ba-46d4-bf36-9cd2c9854da4
2023-01-09 09:00:00,1031,Books,15.39,2,11,South,6a6de641-fd1a-4b34-911d-b98a7c102894
2023-01-09 10:00:00,1031,Food,44.82,4,1,East,c98df432-27a7-4f8f-a736-7fedb8a2b7ef
2023-01-09 11:00:00,1023,Food,912.7,3,17,East,e2df07cd-ec5d-4689-bdb1-4dd44ab682fd
2023-01-09 12:00:00,1040,Electronics,777.58,3,4,North,b20d9406-cb32-4878-a6e1-d629a5ab2125
2023-01-09 13:00:00,1048,Food,456.2,5,4,East,31bb8dee-297d-4849-8366-7b0b87bc528e
2023-01-09 14:00:00,1048,Electronics,756.07,3,14,North,9bc1fb3b-996f-4a17-abf3-4b456f594c0a
2023-01-09 15:00:00,1011,Books,956.08,7,9,West,f02c0134-76b2-4ba6-a0fd-3946d8730df4
2023-01-09 16:00:00,1038,Books,774.37,5,13,South,d231667e-5e03-4c70-a11f-d47690e14ce1
2023-01-09 17:00:00,1001,Books,843.95,4,16,East,8dc157c7-2993-4a35-b89d-f7c2a3b29781
2023-01-09 18:00:00,1002,Furniture,763.0,3,1,North,b6204cd0-7217-48f2-a68a-d6b808e0b35d
2023-01-09 19:00:00,1048,Books,176.53,4,3,West,04b2bbe5-0cb9-445c-9665-8abfe2168e6a
2023-01-09 20:00:00,1036,Food,835.24,2,19,West,ab45a737-3045-4f55-98ed-34d53550a769
2023-01-09 21:00:00,1048,Clothing,203.16,1,8,West,67a09899-33e5-4066-ab49-d31411fd1e01
2023-01-09 22:00:00,1016,Electronics,893.69,3,18,North,bd72f3e4-f73b-4449-bcbc-3806bb7dfbb3
2023-01-09 23:00:00,1048,Furniture,464.06,2,6,North,af40ad71-246e-4381-bfe3-049f6fa34f3a
2023-01-10 00:00:00,1001,Books,680.21,1,6,South,e44882b6-4d92-4047-9d68-15ae21dc1659
2023-01-10 01:00:00,1001,Books,502.27,1,5,East,a7ea6e79-b36c-4637-8958-a8ea20414ade
2023-01-10 02:00:00,1027,Clothing,103.05,2,12,West,58837448-7bc5-42d2-a95a-e1ab489509b8
2023-01-10 03:00:00,1022,Clothing,297.82,9,9,South,011462e5-71bb-4048-bf37-47236f130012
2023-01-10 04:00:00,1036,Furniture,983.89,5,9,North,083dbd3b-1257-4015-904b-78da3e5919f1
2023-01-10 05:00:00,1031,Electronics,961.11,9,17,South,88241cf6-2e67-4bd5-9361-a4e127050257
2023-01-10 06:00:00,1032,Books,327.28,8,19,West,73a4f2bf-b043-47fa-887c-7f2bbc4c17b3
2023-01-10 07:00:00,1000,Furniture,996.33,6,17,West,abbc6eed-d3b7-4c48-bdb7-b3aa678c12fa
2023-01-10 08:00:00,1018,Food,847.1,1,16,South,b5cc6071-fbbb-4527-a31d-c87cae634dea
2023-01-10 09:00:00,1001,Food,614.85,5,12,West,fcd8e985-7fe2-41ad-bb55-e32a8b46ff0a
2023-01-10 10:00:00,1043,Furniture,49.72,1,3,North,45a86bf3-b4f1-4347-9378-fb4120f3eb31
2023-01-10 11:00:00,1025,Books,902.43,7,14,West,943b220e-1aa4-43a3-9f1c-e2d69874b9d4
2023-01-10 12:00:00,1031,Furniture,561.85,8,17,East,4861f5cc-418d-4a1d-914b-2d7fd89812e9
2023-01-10 13:00:00,1005,Books,869.79,8,16,East,6c328913-6c91-4931-b3a1-989c5fb6b4b5
2023-01-10 14:00:00,1031,Clothing,836.08,7,12,West,f989a067-a435-44b8-9bf8-adc279c7bedb
2023-01-10 15:00:00,1003,Furniture,834.68,2,2,South,185222cf-b48f-45b9-90e1-9ec7d96709fb
2023-01-10 16:00:00,1010,Books,701.19,5,8,West,6631865a-4d87-4bdf-8b89-af883cc2c8f1
2023-01-10 17:00:00,1016,Furniture,298.5,4,12,East,b83200d6-48e8-4041-812e-600b3f61096c
2023-01-10 18:00:00,1037,Furniture,342.8,5,16,North,ea714e10-4a7a-451a-90af-2d5295cb943c
2023-01-10 19:00:00,1023,Books,315.38,9,8,East,bee996ce-9397-41a1-bf4b-2818a5db3d34
2023-01-10 20:00:00,1004,Books,29.85,4,16,West,0f304268-f966-4d3b-97ed-ac62e9c48fa5
2023-01-10 21:00:00,1033,Electronics,586.74,8,10,West,f8d5a130-b9a3-4653-959d-2fe12b1514ad
2023-01-10 22:00:00,1005,Furniture,701.85,8,15,South,d48f3dad-d685-4315-8d25-340ba40d7356
2023-01-10 23:00:00,1021,Food,855.33,2,4,West,7c37dcf2-a597-460f-b07c-4f62a0c1844c
2023-01-11 00:00:00,1010,Furniture,148.76,6,15,West,43beb7fa-ba14-44b3-91bf-6c8a92dce8a1
2023-01-11 01:00:00,1047,Furniture,548.74,5,4,North,83174dc4-ef60-415d-81ac-fb5c00d01c52
